State,IHE_Name,Program_Title,Program_Type,Level_of_Degree,Format,Alternate_Route_to_Certification,Category_of_Credentialing,URL_for_Program
Georgia,Georgia State University,"Birth Through Five, Graduate Certificate",Blended,Graduate Certificate,Online,No,No license,https://graduate.gsu.edu/program/birth-through-five-graduate-certificate/
Georgia,Kennesaw State University,Preschool/Special Education Certification-Only Program,ECSE,No Degree,In Person,No,ECSE,https://catalog.kennesaw.edu/preview_program.php?catoid=67&poid=8039&hl=Preschool%2FSpecial+Education+Certification-Only+Program&returnto=search
Georgia,Kennesaw State University,B.S. in Early Childhood Education: Birth through Kindergarten - Certification Concentration,Blended,Bachelors,In Person,No,Blended,https://bagwell.kennesaw.edu/departments/eece/programs/bs/kindergarten/index.php
Georgia,Kennesaw State University,B.S. in Early Childhood Education: Birth through Kindergarten - Non-cert track,Blended,Bachelors,In Person,No,No license,https://bagwell.kennesaw.edu/departments/eece/programs/bs/kindergarten/index.php
Georgia,Mercer University,B.S.Ed. in Early Learning and Development - NON certification track (Birth–Kindergarten) (includes special education),ECSE,Bachelors,Hybrid,No,No license,https://education.mercer.edu/academic-programs/initial-teacher-certification/b-s-ed-early-learning-and-development/
Georgia,Mercer University,B.S.Ed. in Early Learning and Development - certification track (Birth–Kindergarten) (includes special education),Blended,Bachelors,Hybrid,No,Blended and ECSE,https://education.mercer.edu/academic-programs/initial-teacher-certification/b-s-ed-early-learning-and-development/
Georgia,University of Georgia,Preschool Special Education Endorsement,ECSE,No Degree,In Person,No,ECSE,https://coe.uga.edu/academics/non-degree/preschool-special-education-endorsement
Georgia,University of Georgia,MAT in Special Education (Birth Through Kindergarten/Preschool Special Education) (initial certification),Blended,Masters,In Person,No,Blended,https://coe.uga.edu/academics/degrees/mat-special-education-birth-through-kindergarten-preschool-special-education
Georgia,University of Georgia,MEd in Special Education (Birth Through Kindergarten/Preschool Special Education),Blended,Masters,In Person,No,Blended,https://coe.uga.edu/academics/degrees/med-special-education-birth-through-kindergarten-preschool-special-education/
Georgia,University of Georgia,Human Development and Family Science BSFCS/Special Education MAT(Birth through Kindergarten)(non-thesis) - Double Dawgs Pathway,Blended,Integrated Bachelors/Masters,In Person,No,Blended,https://doubledawgs.uga.edu/ProgramDetails/11829
Hawaii,Chaminade University of Honolulu,"Bachelor of Science in Special Education 3 + 1 Program for Leeward Community College ( PK-3,) (Online Undergraduate )",ECSE,Bachelors,Online,No,ECSE,https://chaminade.edu/education-behavioral-sciences/special-education-online/
Hawaii,University of Hawaii at Monoa,"BEd, Early Childhood/Early Childhood SPED",Blended,Bachelors,Hybrid,No,Dual,https://coe.hawaii.edu/elem/programs/ece/
Idaho,Boise State University,MIT Special Education: P-8 Special Education (ECSE endorsement 3-5),ECSE,Masters,Online,No,ECSE and Special Education,https://www.boisestate.edu/education-esp/mit-sped/#advising-guide-p-8
Idaho,Boise State University,Bachelor of Arts in Inclusive Early Childhood Education,Blended,Bachelors,In Person,No,No license,https://www.boisestate.edu/education-esp/iece/
Idaho,Boise State University,Blended Early Childhood/Early Childhood Special Education BA,Blended,Bachelors,In Person,No,Blended,https://www.boisestate.edu/education-esp/ecse/
Idaho,Boise State University,Master of Education in Early and Special Education,Blended,Masters,Online,No,No license,https://www.boisestate.edu/education-esp/med-ese/
Idaho,Brigham Young University-Idaho,Early Childhood Education/Early Childhood Special Education (Major: Bachelor-Level),Blended,Bachelors,In Person,No,Blended,https://www.byui.edu/catalog#/programs/NyeWE7Z2sW?bc=true&bcCurrent=Early%20Childhood%20Education%2FEarly%20Childhood%20Special%20Education%20&bcItemType=programs
Idaho,Idaho State University,"B.A. Blended Early Childhood Education
Early Childhood Education Program",Blended,Bachelors,In Person,No,Blended,https://coursecat.isu.edu/undergraduate/education/familyandconsumersciences/ba-blended-early-childhood-education/
Idaho,University of Idaho,BS Early Childhood - Blended ECE/ECSE Cert,Blended,Bachelors,In Person,No,Blended,https://www.uidaho.edu/cals/family-and-consumer-sciences/bs-early-childhood-education
Illinois,Aurora University,Early Childhood Special Education with ESL/Bilingual (BA),Blended,Bachelors,In Person,No,Dual,https://catalog.aurora.edu/undergraduate/programs/early-childhood-special-education-bilingual-esl/#text
Illinois,Bradley University,Major: Early Childhood Education with English as a Second Language endorsement and Early Childhood Special Education Approval (PreK ONLY),Blended,Bachelors,In Person,No,Dual,https://www.bradley.edu/academic/departments/ecl/major/early/
Illinois,Chicago State University,Early Childhood Special Education Letter of Approval,ECSE,No Degree,Hybrid or In Person,No,ECSE,https://www.csu.edu/collegeofeducation/specialty-programs/earlychildhoodsped.htm
Illinois,City Colleges of Chicago-Harry S Truman College,letter of approval for Early Childhood Special Education,ECSE,No Degree,In Person,No,ECSE,https://catalog.ccc.edu/academic-program-requirements/early-childhood-special-education-endorsement-basic-certificate/
Illinois,Concordia University-Chicago,Early Childhood Special Education Approval,ECSE,No Degree,In Person,No,ECSE,https://catalog.cuchicago.edu/graduate/endorsements-approvals-certificates/approvals/early-childhood-special-education-approval/#programrequirementstext
Illinois,Concordia University-Chicago,Early Childhood Special Education (MA),ECSE,Masters,In Person or Online ,No,ECSE,in person: https://catalog.cuchicago.edu/graduate/master-arts-degree-programs/early-childhood-special-education-ma/#text online: https://www.cuchicago.edu/academics/colleges/college-of-education/division-of-curriculum-technology--inclusive-education/early-childhood-special-education-ma2/
Illinois,DePaul University,Approval in ECE Special Education,ECSE,No Degree,In Person,No,ECSE,https://catalog.depaul.edu/programs/early-childhood-education-bs/#majorrequirementstext
Illinois,DePaul University,Early Childhood Education (BS) with Approval in ECE Special Education,Blended,Bachelors,In Person,No,Dual,https://catalog.depaul.edu/programs/early-childhood-education-bs/
Illinois,DePaul University,Developmental Therapy Option: Early Childhood Education (MA) Online with letter of approval in early childhood special education,Blended,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#text
Illinois,DePaul University,Developmental Therapy Option: Early Childhood Education (MEd) Online with letter of approval in early childhood special education,Blended,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#degreerequirementstext
Illinois,DePaul University,Early Childhood Education (MA) Online with letter of approval in early childhood special education,Blended,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/
Illinois,DePaul University,Early Childhood Education (MEd) Online with letter of approval in early childhood special education,Blended,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/
Illinois,DePaul University,Infant/Toddler Concentration: Early Childhood Education (MA) Online with letter of approval in early childhood special education,Blended,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#degreerequirementstext
Illinois,DePaul University,Infant/Toddler Concentration: Early Childhood Education (MEd) Online with letter of approval in early childhood special education,Blended,Masters,Online,No,Dual,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#degreerequirementstext
Illinois,DePaul University,Non-licensure option: Early Childhood Education (MA) Online with letter of approval in early childhood special education,Blended,Masters,Online,No,No license,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#degreerequirementstext
Illinois,DePaul University,Non-licensure option: Early Childhood Education (MEd) Online with letter of approval in early childhood special education,Blended,Masters,Online,No,No license,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#degreerequirementstext
Illinois,DePaul University,Non-licensure/Developmental Therapy Option: Early Childhood Education (MEd) Online with letter of approval in early childhood special education,Blended,Masters,Online,No,No license,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#degreerequirementstext
Illinois,DePaul University,Non-licensure/Infant/Toddler Concentration: Early Childhood Education (MEd) Online with letter of approval in early childhood special education,Blended,Masters,Online,No,No license,https://catalog.depaul.edu/programs/teaching-learning-early-childhood-education-ma/#degreerequirementstext
Illinois,Eastern Illinois University,Special Education: Early Childhood Special Education Option (B.S. in Education),ECSE,Bachelors,In Person,No,ECSE,https://www.eiu.edu/speced/about.php
Illinois,Eastern Illinois University,Special Education: Early Childhood Special Education/Early Childhood Dual,Dual,Bachelors,In Person,No,Dual,https://catalog.eiu.edu/preview_program.php?catoid=44&poid=6825&hl=Licensure+Programs+Leading+to+Multiple+Endorsements&returnto=search
Illinois,Elmhurst University,Major: Educating Young Children (early childhood license with a letter of approval for early childhood special education and English as a Second Language (ESL) endorsement),Blended,Bachelors,In Person,No,Dual,https://www.elmhurst.edu/academics/departments/education/programs/educating-young-children-major/
Illinois,Erikson Institute,Early Childhood Special Education Certificate,ECSE,Graduate Certificate,Online,No,No license,https://www.erikson.edu/wp-content/uploads/2021/09/GradCert-Online-SpecialEd-092021.pdf
Illinois,Erikson Institute,"Master of Science in Early Childhood Education (with Early Childhood, English as a Second Language/ Bilingual, and Special Education endorsements)",Blended,Masters,Hybrid or Online,No,ECSE,https://www.erikson.edu/academics/graduate-education/masters-degrees/early-childhood-education/
Illinois,Governors State University,Early Childhood Education: Post-BAC – EC SPED Approval,ECSE,Post Bac. Certificate,In Person,No,ECSE,https://www.govst.edu/earlychildhoodeducation/postbac/ecsped/
Illinois,Governors State University,"Early Childhood Education, B.A. (Illinois Professional Educator License (PEL) with endorsements:
Early Childhood Education (Birth to Grade 2), ESL (K-12), Early Childhood Special Education Approval)",Blended,Bachelors,In Person or Online ,No,Dual,https://catalog.govst.edu/preview_program.php?catoid=12&poid=2882&hl=%22early+childhood%22&returnto=search
Illinois,Governors State University,Early Childhood Education: Master of Arts – Initial Licensure,Blended,Masters,Online,No,Dual,https://www.govst.edu/earlychildhoodeducation/ma/licensure/
Illinois,Governors State University,Early Childhood Education: Master of Arts – Initial Licensure (Incumbent Workforce),Blended,Masters,Hybrid,Yes,Dual,https://www.govst.edu/earlychildhoodeducation/ma/licensureincumbent/
